фраза	URL	интент	тип	слов	оценка
разработка erp системы компания	/uslugi/veb-prilozheniya/erp-sistema/	commercial	vendor	4	НЧ
разработка erp системы на заказ	/uslugi/veb-prilozheniya/erp-sistema/	commercial	order	5	НЧ
разработка erp системы недорого	/uslugi/veb-prilozheniya/erp-sistema/	commercial	price	4	СЧ
разработка erp системы отзывы	/uslugi/veb-prilozheniya/erp-sistema/	commercial	vendor	4	НЧ
разработка erp системы под ключ	/uslugi/veb-prilozheniya/erp-sistema/	commercial	base	5	НЧ
разработка erp системы срочно	/uslugi/veb-prilozheniya/erp-sistema/	commercial	order	4	СЧ
разработка erp системы стоимость	/uslugi/veb-prilozheniya/erp-sistema/	commercial	price	4	СЧ
разработка erp системы студия	/uslugi/veb-prilozheniya/erp-sistema/	commercial	vendor	4	НЧ
разработка erp системы цена	/uslugi/veb-prilozheniya/erp-sistema/	commercial	price	4	СЧ
система учета на заказ	/uslugi/veb-prilozheniya/erp-sistema/	commercial	base	4	СЧ
система учета на заказ стоимость	/uslugi/veb-prilozheniya/erp-sistema/	commercial	price	5	НЧ
система учета на заказ цена	/uslugi/veb-prilozheniya/erp-sistema/	commercial	price	5	НЧ
сколько стоит разработка erp системы	/uslugi/veb-prilozheniya/erp-sistema/	commercial	price	5	НЧ
заказать личный кабинет	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	order	3	ВЧ
заказать личный кабинет недорого	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	order	4	СЧ
кабинет пользователя на сайте	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	base	4	СЧ
кабинет пользователя на сайте на заказ	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	order	6	НЧ
кабинет пользователя на сайте стоимость	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	5	НЧ
кабинет пользователя на сайте цена	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	5	НЧ
личный кабинет клиента разработка	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	base	4	СЧ
личный кабинет клиента разработка на заказ	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	order	6	НЧ
личный кабинет клиента разработка стоимость	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	5	НЧ
личный кабинет клиента разработка цена	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	5	НЧ
личный кабинет на сайте разработка	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	base	5	НЧ
личный кабинет на сайте разработка на заказ	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	order	7	НЧ
личный кабинет на сайте разработка стоимость	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	6	НЧ
личный кабинет на сайте разработка цена	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	6	НЧ
разработка личного кабинета	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	base	3	ВЧ
разработка личного кабинета агентство	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	vendor	4	НЧ
разработка личного кабинета компания	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	vendor	4	НЧ
разработка личного кабинета на заказ	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	order	5	НЧ
разработка личного кабинета недорого	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	4	СЧ
разработка личного кабинета отзывы	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	vendor	4	НЧ
разработка личного кабинета под ключ	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	base	5	НЧ
разработка личного кабинета срочно	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	order	4	СЧ
разработка личного кабинета стоимость	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	4	СЧ
разработка личного кабинета студия	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	vendor	4	НЧ
разработка личного кабинета цена	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	4	СЧ
сколько стоит разработка личного кабинета	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	5	НЧ
создание личного кабинета	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	base	3	ВЧ
создание личного кабинета на заказ	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	order	5	НЧ
создание личного кабинета стоимость	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	4	СЧ
создание личного кабинета цена	/uslugi/veb-prilozheniya/lichnyj-kabinet/	commercial	price	4	СЧ
заказать saas сервис	/uslugi/veb-prilozheniya/saas-servis/	commercial	order	3	ВЧ
заказать saas сервис недорого	/uslugi/veb-prilozheniya/saas-servis/	commercial	order	4	СЧ
облачный сервис разработка	/uslugi/veb-prilozheniya/saas-servis/	commercial	base	3	ВЧ
облачный сервис разработка на заказ	/uslugi/veb-prilozheniya/saas-servis/	commercial	order	5	НЧ
облачный сервис разработка стоимость	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	4	СЧ
облачный сервис разработка цена	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	4	СЧ
разработка сервиса по подписке	/uslugi/veb-prilozheniya/saas-servis/	commercial	base	4	СЧ
разработка сервиса по подписке на заказ	/uslugi/veb-prilozheniya/saas-servis/	commercial	order	6	НЧ
разработка сервиса по подписке стоимость	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	5	НЧ
разработка сервиса по подписке цена	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	5	НЧ
разработка saas сервиса	/uslugi/veb-prilozheniya/saas-servis/	commercial	base	3	ВЧ
разработка saas сервиса агентство	/uslugi/veb-prilozheniya/saas-servis/	commercial	vendor	4	НЧ
разработка saas сервиса компания	/uslugi/veb-prilozheniya/saas-servis/	commercial	vendor	4	НЧ
разработка saas сервиса на заказ	/uslugi/veb-prilozheniya/saas-servis/	commercial	order	5	НЧ
разработка saas сервиса недорого	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	4	СЧ
разработка saas сервиса отзывы	/uslugi/veb-prilozheniya/saas-servis/	commercial	vendor	4	НЧ
разработка saas сервиса под ключ	/uslugi/veb-prilozheniya/saas-servis/	commercial	base	5	НЧ
разработка saas сервиса срочно	/uslugi/veb-prilozheniya/saas-servis/	commercial	order	4	СЧ
разработка saas сервиса стоимость	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	4	СЧ
разработка saas сервиса студия	/uslugi/veb-prilozheniya/saas-servis/	commercial	vendor	4	НЧ
разработка saas сервиса цена	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	4	СЧ
сколько стоит разработка saas сервиса	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	5	НЧ
saas платформа разработка	/uslugi/veb-prilozheniya/saas-servis/	commercial	base	3	ВЧ
saas платформа разработка на заказ	/uslugi/veb-prilozheniya/saas-servis/	commercial	order	5	НЧ
saas платформа разработка стоимость	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	4	СЧ
saas платформа разработка цена	/uslugi/veb-prilozheniya/saas-servis/	commercial	price	4	СЧ
аренда команды разработки	/uslugi/vydelennaya-komanda/	commercial	base	3	ВЧ
аренда команды разработки на заказ	/uslugi/vydelennaya-komanda/	commercial	order	5	НЧ
аренда команды разработки стоимость	/uslugi/vydelennaya-komanda/	commercial	price	4	СЧ
аренда команды разработки цена	/uslugi/vydelennaya-komanda/	commercial	price	4	СЧ
аутсорс разработки	/uslugi/vydelennaya-komanda/	commercial	base	2	ВЧ
аутсорс разработки на заказ	/uslugi/vydelennaya-komanda/	commercial	order	4	СЧ
аутсорс разработки стоимость	/uslugi/vydelennaya-komanda/	commercial	price	3	СЧ
аутсорс разработки цена	/uslugi/vydelennaya-komanda/	commercial	price	3	СЧ
аутстаффинг разработчиков	/uslugi/vydelennaya-komanda/	commercial	base	2	ВЧ
аутстаффинг разработчиков стоимость	/uslugi/vydelennaya-komanda/	commercial	price	3	СЧ
аутстаффинг разработчиков цена	/uslugi/vydelennaya-komanda/	commercial	price	3	СЧ
выделенная команда разработки	/uslugi/vydelennaya-komanda/	commercial	base	3	ВЧ
выделенная команда разработки агентство	/uslugi/vydelennaya-komanda/	commercial	vendor	4	НЧ
выделенная команда разработки компания	/uslugi/vydelennaya-komanda/	commercial	vendor	4	НЧ
выделенная команда разработки на заказ	/uslugi/vydelennaya-komanda/	commercial	order	5	НЧ
выделенная команда разработки недорого	/uslugi/vydelennaya-komanda/	commercial	price	4	СЧ
выделенная команда разработки отзывы	/uslugi/vydelennaya-komanda/	commercial	vendor	4	НЧ
выделенная команда разработки под ключ	/uslugi/vydelennaya-komanda/	commercial	base	5	НЧ
выделенная команда разработки срочно	/uslugi/vydelennaya-komanda/	commercial	order	4	СЧ
выделенная команда разработки стоимость	/uslugi/vydelennaya-komanda/	commercial	price	4	СЧ
